Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type,lat,lon
274,21/09/2010 16:10,21/09/2010 16:15,31002,20th & Crystal Dr,31009,27th & Crystal Dr,W00240,Member,38.8563997,-77.0492
253,21/09/2010 16:19,21/09/2010 16:23,31602,Park Rd & Holmead Pl NW,31401,14th St & Spring Rd NW,W00501,Casual,38.9308232,-77.0315137
573,21/09/2010 16:19,21/09/2010 16:29,31200,Massachusetts Ave & Dupont Circle NW,31111,10th & U St NW,W01059,Member,38.9100997,-77.0444
435,21/09/2010 16:24,21/09/2010 16:31,31110,20th St & Florida Ave NW,31205,21st & I St NW,W00491,Member,38.9153997,-77.0446
473,21/09/2010 16:26,21/09/2010 16:34,31500,4th & W St NE,31502,John McCormack Dr & Michigan Ave NE,W00803,Member,38.9190848,-77.0006503
1518,21/09/2010 16:31,21/09/2010 16:57,31208,M St & New Jersey Ave SE,31204,20th & E St NW,W01007,Member,38.8762997,-77.0037
17000,21/09/2010 16:36,21/09/2010 21:19,31106,Calvert & Biltmore St NW,31104,Adams Mill & Columbia Rd NW,W00194,Casual,38.9232108,-77.0476393
1155,21/09/2010 16:45,21/09/2010 17:04,31600,5th & K St NW,31201,15th & P St NW,W00518,Casual,38.9025842,-77.0556545
1126,21/09/2010 16:45,21/09/2010 17:04,31600,5th & K St NW,31201,15th & P St NW,W01113,Casual,38.9025842,-77.0556545
477,21/09/2010 16:47,21/09/2010 16:55,31202,14th & R St NW,31212,21st & M St NW,W01070,Member,38.9126963,-77.03167
3864,21/09/2010 16:47,21/09/2010 17:52,31106,Calvert & Biltmore St NW,31212,21st & M St NW,W00773,Casual,38.9232108,-77.0476393
372,21/09/2010 17:02,21/09/2010 17:09,31600,5th & K St NW,31109,7th & T St NW,W00281,Member,38.9025842,-77.0556545
4323,21/09/2010 17:03,21/09/2010 18:15,31010,S Glebe & Potomac Ave,31002,20th & Crystal Dr,W00342,Casual,38.8425997,-77.0502
516,21/09/2010 17:08,21/09/2010 17:17,31600,5th & K St NW,31203,14th & Rhode Island Ave NW,W00930,Member,38.9025842,-77.0556545
1361,21/09/2010 17:10,21/09/2010 17:32,31208,M St & New Jersey Ave SE,31108,4th & M St SW,W00636,Casual,38.8762997,-77.0037
953,21/09/2010 17:10,21/09/2010 17:26,31008,12th & Army Navy Dr,31008,12th & Army Navy Dr,W00959,Casual,38.8628997,-77.0528
409,21/09/2010 17:13,21/09/2010 17:20,31111,10th & U St NW,31201,15th & P St NW,W00159,Member,38.9171997,-77.0259
2028,21/09/2010 17:14,21/09/2010 17:48,31108,4th & M St SW,31007,Crystal City Metro / 18th & Bell St,W00861,Member,38.8766997,-77.0178
1707,21/09/2010 17:19,21/09/2010 17:47,31208,M St & New Jersey Ave SE,31604,3rd & H St NW,W00886,Casual,38.8762997,-77.0037
3627,21/09/2010 17:20,21/09/2010 18:20,31100,19th St & Pennsylvania Ave NW,31100,19th St & Pennsylvania Ave NW,W00639,Casual,38.9002997,-77.0429
849,21/09/2010 17:20,21/09/2010 17:34,31212,21st & M St NW,31103,16th & Harvard St NW,W01070,Member,38.9053609,-77.0467762
1888,21/09/2010 17:21,21/09/2010 17:53,31600,5th & K St NW,31110,20th St & Florida Ave NW,W00648,Casual,38.9025842,-77.0556545
1817,21/09/2010 17:22,21/09/2010 17:53,31600,5th & K St NW,31110,20th St & Florida Ave NW,W00928,Casual,38.9025842,-77.0556545
1261,21/09/2010 17:27,21/09/2010 17:48,31213,17th & K St NW,31206,19th & E Street NW,W00491,Member,38.9027555,-77.0386382
513,21/09/2010 17:27,21/09/2010 17:36,31101,14th & V St NW,31103,16th & Harvard St NW,W00838,Member,38.9175997,-77.0321
433,21/09/2010 17:40,21/09/2010 17:47,31100,19th St & Pennsylvania Ave NW,31201,15th & P St NW,W00843,Member,38.9002997,-77.0429
1284,21/09/2010 17:43,21/09/2010 18:05,31203,14th & Rhode Island Ave NW,31105,14th & Harvard St NW,W00930,Member,38.9085997,-77.0323
1276,21/09/2010 17:44,21/09/2010 18:05,31203,14th & Rhode Island Ave NW,31105,14th & Harvard St NW,W01067,Member,38.9085997,-77.0323
1409,21/09/2010 17:44,21/09/2010 18:08,31604,3rd & H St NW,31602,Park Rd & Holmead Pl NW,W00960,Member,38.8994158,-77.0152913
331,21/09/2010 17:46,21/09/2010 17:51,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00777,Member,38.9100997,-77.0444
1336,21/09/2010 17:54,21/09/2010 18:17,31600,5th & K St NW,31107,Lamont & Mt Pleasant NW,W01029,Member,38.9025842,-77.0556545
894,21/09/2010 17:55,21/09/2010 18:10,31206,19th & E Street NW,31201,15th & P St NW,W00491,Member,42.67956313,-75.49274291
1777,21/09/2010 17:56,21/09/2010 18:25,31203,14th & Rhode Island Ave NW,31202,14th & R St NW,W00471,Member,38.9085997,-77.0323
1350,21/09/2010 17:56,21/09/2010 18:18,31205,21st & I St NW,31209,1st & N St  SE,W00883,Casual,38.9007997,-77.047
539,21/09/2010 17:57,21/09/2010 18:06,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00318,Member,38.9085997,-77.0323
517,21/09/2010 17:59,21/09/2010 18:08,31604,3rd & H St NW,31604,3rd & H St NW,W00896,Casual,38.8994158,-77.0152913
185,21/09/2010 18:05,21/09/2010 18:08,31105,14th & Harvard St NW,31103,16th & Harvard St NW,W00868,Member,38.9267997,-77.0322
758,21/09/2010 18:06,21/09/2010 18:19,31205,21st & I St NW,31600,5th & K St NW,W00376,Member,38.9007997,-77.047
375,21/09/2010 18:07,21/09/2010 18:13,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00829,Member,38.9085997,-77.0323
480,21/09/2010 18:08,21/09/2010 18:16,31204,20th & E St NW,31212,21st & M St NW,W00428,Casual,38.8963209,-77.045018
647,21/09/2010 18:09,21/09/2010 18:20,31108,4th & M St SW,31208,M St & New Jersey Ave SE,W00872,Casual,38.8766997,-77.0178
327,21/09/2010 18:10,21/09/2010 18:16,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00804,Member,38.9085997,-77.0323
585,21/09/2010 18:11,21/09/2010 18:21,31111,10th & U St NW,31203,14th & Rhode Island Ave NW,W00415,Member,38.9171997,-77.0259
399,21/09/2010 18:12,21/09/2010 18:18,31110,20th St & Florida Ave NW,31101,14th & V St NW,W00928,Member,38.9153997,-77.0446
377,21/09/2010 18:13,21/09/2010 18:19,31604,3rd & H St NW,31604,3rd & H St NW,W00896,Casual,38.8994158,-77.0152913
6558,21/09/2010 18:14,21/09/2010 20:03,31109,7th & T St NW,31109,7th & T St NW,W00191,Casual,38.9154997,-77.0222
640,21/09/2010 18:16,21/09/2010 18:27,31101,14th & V St NW,31401,14th St & Spring Rd NW,W00363,Member,38.9175997,-77.0321
930,21/09/2010 18:17,21/09/2010 18:33,31100,19th St & Pennsylvania Ave NW,31600,5th & K St NW,W00976,Member,38.9002997,-77.0429
313,21/09/2010 18:19,21/09/2010 18:24,31009,27th & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W00999,Casual,38.8484407,-77.051516
1074,21/09/2010 18:19,21/09/2010 18:37,31200,Massachusetts Ave & Dupont Circle NW,31100,19th St & Pennsylvania Ave NW,W00119,Casual,38.9100997,-77.0444
830,21/09/2010 18:24,21/09/2010 18:38,31602,Park Rd & Holmead Pl NW,31201,15th & P St NW,W00783,Member,38.9308232,-77.0315137
1453,21/09/2010 18:24,21/09/2010 18:49,31205,21st & I St NW,31006,S Joyce & Army Navy Dr,W00855,Member,38.9007997,-77.047
1208,21/09/2010 18:27,21/09/2010 18:47,31600,5th & K St NW,31101,14th & V St NW,W01030,Member,38.9025842,-77.0556545
335,21/09/2010 18:32,21/09/2010 18:38,31401,14th St & Spring Rd NW,31602,Park Rd & Holmead Pl NW,W00380,Casual,38.9374997,-77.0328
1527,21/09/2010 18:32,21/09/2010 18:58,31600,5th & K St NW,31106,Calvert & Biltmore St NW,W00830,Casual,38.9025842,-77.0556545
1490,21/09/2010 18:33,21/09/2010 18:58,31600,5th & K St NW,31106,Calvert & Biltmore St NW,W00377,Casual,38.9025842,-77.0556545
546,21/09/2010 18:34,21/09/2010 18:43,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00805,Member,38.9100997,-77.0444
216,21/09/2010 18:34,21/09/2010 18:38,31000,Eads St & 15th St S,31003,15th & Crystal Dr,W01025,Member,38.8589788,-77.0532323
2183,21/09/2010 18:35,21/09/2010 19:11,31009,27th & Crystal Dr,31209,1st & N St  SE,W00509,Casual,38.8484407,-77.051516
371,21/09/2010 18:37,21/09/2010 18:43,31206,19th & E Street NW,31100,19th St & Pennsylvania Ave NW,W00039,Casual,42.67956313,-75.49274291
1375,21/09/2010 18:38,21/09/2010 19:01,31108,4th & M St SW,31101,14th & V St NW,W01012,Member,38.8766997,-77.0178
589,21/09/2010 18:38,21/09/2010 18:48,31212,21st & M St NW,31201,15th & P St NW,W00773,Member,38.9053609,-77.0467762
1948,21/09/2010 18:39,21/09/2010 19:11,31011,23rd & Crystal Dr,31209,1st & N St  SE,W00816,Casual,38.8532997,-77.0498
227,21/09/2010 18:40,21/09/2010 18:44,31209,1st & N St  SE,31209,1st & N St  SE,W00332,Member,38.8742997,-77.0057
1641,21/09/2010 18:40,21/09/2010 19:08,31206,19th & E Street NW,31110,20th St & Florida Ave NW,W00905,Casual,42.67956313,-75.49274291
1630,21/09/2010 18:41,21/09/2010 19:08,31206,19th & E Street NW,31110,20th St & Florida Ave NW,W00977,Casual,42.67956313,-75.49274291
1557,21/09/2010 18:41,21/09/2010 19:07,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W01101,Member,38.9025842,-77.0556545
764,21/09/2010 18:41,21/09/2010 18:54,31602,Park Rd & Holmead Pl NW,31203,14th & Rhode Island Ave NW,W00288,Member,38.9308232,-77.0315137
148,21/09/2010 18:42,21/09/2010 18:44,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W00471,Member,38.9126963,-77.03167
933,21/09/2010 18:43,21/09/2010 18:59,31104,Adams Mill & Columbia Rd NW,31111,10th & U St NW,W00344,Member,38.9230444,-77.0425553
944,21/09/2010 18:43,21/09/2010 18:59,31104,Adams Mill & Columbia Rd NW,31111,10th & U St NW,W00546,Member,38.9230444,-77.0425553
834,21/09/2010 18:43,21/09/2010 18:57,31101,14th & V St NW,31203,14th & Rhode Island Ave NW,W00918,Member,38.9175997,-77.0321
753,21/09/2010 18:43,21/09/2010 18:56,31100,19th St & Pennsylvania Ave NW,31203,14th & Rhode Island Ave NW,W00833,Casual,38.9002997,-77.0429
476,21/09/2010 18:45,21/09/2010 18:52,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00563,Member,38.9085997,-77.0323
474,21/09/2010 18:47,21/09/2010 18:55,31108,4th & M St SW,31208,M St & New Jersey Ave SE,W00826,Member,38.8766997,-77.0178
1070,21/09/2010 18:49,21/09/2010 19:07,31107,Lamont & Mt Pleasant NW,31203,14th & Rhode Island Ave NW,W00755,Member,38.9319014,-77.0387453
531,21/09/2010 18:50,21/09/2010 18:59,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00796,Member,38.9100997,-77.0444
3593,21/09/2010 18:51,21/09/2010 19:51,31602,Park Rd & Holmead Pl NW,31602,Park Rd & Holmead Pl NW,W00085,Casual,38.9308232,-77.0315137
1190,21/09/2010 18:53,21/09/2010 19:13,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W00376,Member,38.9025842,-77.0556545
677,21/09/2010 18:58,21/09/2010 19:09,31200,Massachusetts Ave & Dupont Circle NW,31206,19th & E Street NW,W00322,Member,38.9100997,-77.0444
13645,21/09/2010 19:03,21/09/2010 22:50,31204,20th & E St NW,31204,20th & E St NW,W01007,Casual,38.8963209,-77.045018
259,21/09/2010 19:04,21/09/2010 19:08,31004,Aurora Hills Community Ctr/18th & Hayes St,31004,Aurora Hills Community Ctr/18th & Hayes St,W00825,Casual,38.8578738,-77.0594923
358,21/09/2010 19:06,21/09/2010 19:12,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00777,Member,38.9098497,-77.034438
356,21/09/2010 19:06,21/09/2010 19:12,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00159,Member,38.9098497,-77.034438
608,21/09/2010 19:09,21/09/2010 19:19,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00492,Casual,38.9007997,-77.047
322,21/09/2010 19:10,21/09/2010 19:16,31205,21st & I St NW,31100,19th St & Pennsylvania Ave NW,W00795,Member,38.9007997,-77.047
394,21/09/2010 19:11,21/09/2010 19:18,31201,15th & P St NW,31101,14th & V St NW,W00518,Member,38.9098497,-77.034438
1215,21/09/2010 19:12,21/09/2010 19:32,31203,14th & Rhode Island Ave NW,31110,20th St & Florida Ave NW,W00918,Member,38.9085997,-77.0323
1204,21/09/2010 19:12,21/09/2010 19:32,31203,14th & Rhode Island Ave NW,31110,20th St & Florida Ave NW,W00796,Member,38.9085997,-77.0323
630,21/09/2010 19:12,21/09/2010 19:22,31104,Adams Mill & Columbia Rd NW,31107,Lamont & Mt Pleasant NW,W00971,Member,38.9230444,-77.0425553
769,21/09/2010 19:15,21/09/2010 19:28,31202,14th & R St NW,31205,21st & I St NW,W00512,Member,38.9126963,-77.03167
831,21/09/2010 19:16,21/09/2010 19:30,31104,Adams Mill & Columbia Rd NW,31105,14th & Harvard St NW,W00577,Casual,38.9230444,-77.0425553
596,21/09/2010 19:17,21/09/2010 19:27,31205,21st & I St NW,31110,20th St & Florida Ave NW,W00772,Member,38.9007997,-77.047
405,21/09/2010 19:19,21/09/2010 19:26,31111,10th & U St NW,31202,14th & R St NW,W00546,Member,38.9171997,-77.0259
1489,21/09/2010 19:19,21/09/2010 19:44,31203,14th & Rhode Island Ave NW,31107,Lamont & Mt Pleasant NW,W00288,Member,38.9085997,-77.0323
2440,21/09/2010 19:21,21/09/2010 20:02,31100,19th St & Pennsylvania Ave NW,31103,16th & Harvard St NW,W00639,Casual,38.9002997,-77.0429
595,21/09/2010 19:22,21/09/2010 19:32,31100,19th St & Pennsylvania Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00198,Member,38.9002997,-77.0429
337,21/09/2010 19:24,21/09/2010 19:30,31401,14th St & Spring Rd NW,31400,Georgia & New Hampshire Ave NW,W00031,Member,38.9374997,-77.0328
908,21/09/2010 19:26,21/09/2010 19:41,31104,Adams Mill & Columbia Rd NW,31205,21st & I St NW,W00742,Member,38.9230444,-77.0425553
829,21/09/2010 19:32,21/09/2010 19:46,31205,21st & I St NW,31201,15th & P St NW,W00557,Member,38.9007997,-77.047
365,21/09/2010 19:33,21/09/2010 19:39,31202,14th & R St NW,31110,20th St & Florida Ave NW,W00546,Member,38.9126963,-77.03167
1596,21/09/2010 19:35,21/09/2010 20:02,31200,Massachusetts Ave & Dupont Circle NW,31103,16th & Harvard St NW,W00159,Casual,38.9100997,-77.0444
2189,21/09/2010 19:36,21/09/2010 20:12,31209,1st & N St  SE,31011,23rd & Crystal Dr,W00509,Casual,38.8742997,-77.0057
2369,21/09/2010 19:37,21/09/2010 20:16,31209,1st & N St  SE,31009,27th & Crystal Dr,W00332,Casual,38.8742997,-77.0057
3126,21/09/2010 19:37,21/09/2010 20:29,31108,4th & M St SW,31108,4th & M St SW,W00256,Casual,38.8766997,-77.0178
236,21/09/2010 19:39,21/09/2010 19:43,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W00777,Member,38.9100997,-77.0444
2904,21/09/2010 19:41,21/09/2010 20:29,31108,4th & M St SW,31108,4th & M St SW,W00636,Casual,38.8766997,-77.0178
181,21/09/2010 19:42,21/09/2010 19:45,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W00794,Member,38.8572997,-77.0511
730,21/09/2010 19:46,21/09/2010 19:58,31200,Massachusetts Ave & Dupont Circle NW,31111,10th & U St NW,W00376,Member,38.9100997,-77.0444
196,21/09/2010 19:49,21/09/2010 19:53,31003,15th & Crystal Dr,31000,Eads St & 15th St S,W01066,Member,38.8601822,-77.0496649
188,21/09/2010 19:53,21/09/2010 19:56,31111,10th & U St NW,31111,10th & U St NW,W00344,Member,38.9171997,-77.0259
355,21/09/2010 19:55,21/09/2010 20:01,31212,21st & M St NW,31201,15th & P St NW,W00428,Casual,38.9053609,-77.0467762
202,21/09/2010 20:03,21/09/2010 20:06,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W01076,Casual,38.8572997,-77.0511
507,21/09/2010 20:03,21/09/2010 20:11,31110,20th St & Florida Ave NW,31111,10th & U St NW,W00546,Member,38.9153997,-77.0446
395,21/09/2010 20:04,21/09/2010 20:11,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W01101,Member,38.9100997,-77.0444
882,21/09/2010 20:07,21/09/2010 20:22,31201,15th & P St NW,31600,5th & K St NW,W00428,Member,38.9098497,-77.034438
311,21/09/2010 20:08,21/09/2010 20:13,31101,14th & V St NW,31201,15th & P St NW,W00829,Member,38.9175997,-77.0321
847,21/09/2010 20:11,21/09/2010 20:25,31100,19th St & Pennsylvania Ave NW,31110,20th St & Florida Ave NW,W00566,Casual,38.9002997,-77.0429
812,21/09/2010 20:11,21/09/2010 20:25,31100,19th St & Pennsylvania Ave NW,31110,20th St & Florida Ave NW,W00780,Casual,38.9002997,-77.0429
359,21/09/2010 20:17,21/09/2010 20:23,31201,15th & P St NW,31212,21st & M St NW,W00491,Casual,38.9098497,-77.034438
1477,21/09/2010 20:22,21/09/2010 20:47,31203,14th & Rhode Island Ave NW,31111,10th & U St NW,W00519,Member,38.9085997,-77.0323
1876,21/09/2010 20:26,21/09/2010 20:57,31100,19th St & Pennsylvania Ave NW,31108,4th & M St SW,W00119,Casual,38.9002997,-77.0429
530,21/09/2010 20:36,21/09/2010 20:45,31212,21st & M St NW,31213,17th & K St NW,W00777,Member,38.9053609,-77.0467762
921,21/09/2010 20:36,21/09/2010 20:51,31212,21st & M St NW,31111,10th & U St NW,W00491,Member,38.9053609,-77.0467762
438,21/09/2010 20:50,21/09/2010 20:58,31203,14th & Rhode Island Ave NW,31203,14th & Rhode Island Ave NW,W00415,Member,38.9085997,-77.0323
1086,21/09/2010 20:55,21/09/2010 21:13,31205,21st & I St NW,31105,14th & Harvard St NW,W00605,Member,38.9007997,-77.047
614,21/09/2010 20:57,21/09/2010 21:07,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00289,Member,38.9100997,-77.0444
872,21/09/2010 20:57,21/09/2010 21:11,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00032,Member,38.9100997,-77.0444
244,21/09/2010 20:58,21/09/2010 21:02,31203,14th & Rhode Island Ave NW,31201,15th & P St NW,W00743,Member,38.9085997,-77.0323
732,21/09/2010 21:02,21/09/2010 21:14,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W00569,Member,38.9175997,-77.0321
523,21/09/2010 21:03,21/09/2010 21:11,31206,19th & E Street NW,31200,Massachusetts Ave & Dupont Circle NW,W00555,Member,42.67956313,-75.49274291
132,21/09/2010 21:03,21/09/2010 21:05,31203,14th & Rhode Island Ave NW,31201,15th & P St NW,W00833,Member,38.9085997,-77.0323
443,21/09/2010 21:05,21/09/2010 21:12,31201,15th & P St NW,31111,10th & U St NW,W00806,Casual,38.9098497,-77.034438
398,21/09/2010 21:07,21/09/2010 21:13,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00198,Casual,38.9100997,-77.0444
298,21/09/2010 21:09,21/09/2010 21:14,31107,Lamont & Mt Pleasant NW,31104,Adams Mill & Columbia Rd NW,W01029,Member,38.9319014,-77.0387453
589,21/09/2010 21:13,21/09/2010 21:23,31205,21st & I St NW,31202,14th & R St NW,W01063,Member,38.9007997,-77.047
358,21/09/2010 21:14,21/09/2010 21:20,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00492,Member,38.9100997,-77.0444
540,21/09/2010 21:17,21/09/2010 21:26,31105,14th & Harvard St NW,31104,Adams Mill & Columbia Rd NW,W01067,Casual,38.9267997,-77.0322
968,21/09/2010 21:31,21/09/2010 21:47,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W01101,Member,38.9085997,-77.0323
426,21/09/2010 21:33,21/09/2010 21:40,31101,14th & V St NW,31105,14th & Harvard St NW,W00928,Member,38.9175997,-77.0321
431,21/09/2010 21:33,21/09/2010 21:41,31101,14th & V St NW,31105,14th & Harvard St NW,W01012,Member,38.9175997,-77.0321
646,21/09/2010 21:35,21/09/2010 21:45,31200,Massachusetts Ave & Dupont Circle NW,31106,Calvert & Biltmore St NW,W00555,Casual,38.9100997,-77.0444
801,21/09/2010 21:37,21/09/2010 21:51,31400,Georgia & New Hampshire Ave NW,31101,14th & V St NW,W00338,Casual,38.9360427,-77.024649
565,21/09/2010 21:39,21/09/2010 21:48,31104,Adams Mill & Columbia Rd NW,31203,14th & Rhode Island Ave NW,W01067,Member,38.9230444,-77.0425553
267,21/09/2010 21:42,21/09/2010 21:46,31007,Crystal City Metro / 18th & Bell St,31009,27th & Crystal Dr,W00999,Casual,38.8572997,-77.0511
432,21/09/2010 21:46,21/09/2010 21:53,31103,16th & Harvard St NW,31207,Georgia Ave and Fairmont St NW,W00786,Member,38.9261399,-77.0366677
117,21/09/2010 21:51,21/09/2010 21:53,31201,15th & P St NW,31203,14th & Rhode Island Ave NW,W00829,Member,38.9098497,-77.034438
575,21/09/2010 21:53,21/09/2010 22:02,31100,19th St & Pennsylvania Ave NW,31110,20th St & Florida Ave NW,W00523,Casual,38.9002997,-77.0429
2008,21/09/2010 22:00,21/09/2010 22:34,31110,20th St & Florida Ave NW,31110,20th St & Florida Ave NW,W00918,Casual,38.9153997,-77.0446
1998,21/09/2010 22:01,21/09/2010 22:34,31110,20th St & Florida Ave NW,31110,20th St & Florida Ave NW,W00796,Casual,38.9153997,-77.0446
643,21/09/2010 22:10,21/09/2010 22:20,31201,15th & P St NW,31602,Park Rd & Holmead Pl NW,W01113,Member,38.9098497,-77.034438
665,21/09/2010 22:10,21/09/2010 22:21,31104,Adams Mill & Columbia Rd NW,31203,14th & Rhode Island Ave NW,W00194,Member,38.9230444,-77.0425553
1014,21/09/2010 22:11,21/09/2010 22:28,31600,5th & K St NW,31207,Georgia Ave and Fairmont St NW,W00428,Member,38.9025842,-77.0556545
1396,21/09/2010 22:19,21/09/2010 22:43,31205,21st & I St NW,31107,Lamont & Mt Pleasant NW,W00512,Casual,38.9007997,-77.047
654,21/09/2010 22:33,21/09/2010 22:44,31201,15th & P St NW,31101,14th & V St NW,W00285,Casual,38.9098497,-77.034438
1161,21/09/2010 22:38,21/09/2010 22:57,31205,21st & I St NW,31401,14th St & Spring Rd NW,W00986,Member,38.9007997,-77.047
835,21/09/2010 22:42,21/09/2010 22:56,31011,23rd & Crystal Dr,31009,27th & Crystal Dr,W01015,Casual,38.8532997,-77.0498
138,21/09/2010 22:47,21/09/2010 22:49,31011,23rd & Crystal Dr,31011,23rd & Crystal Dr,W01097,Member,38.8532997,-77.0498
725,21/09/2010 22:52,21/09/2010 23:04,31011,23rd & Crystal Dr,31009,27th & Crystal Dr,W00509,Casual,38.8532997,-77.0498
5056,21/09/2010 22:53,22/09/2010 0:17,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00289,Casual,38.9098497,-77.034438
472,21/09/2010 23:34,21/09/2010 23:42,31111,10th & U St NW,31207,Georgia Ave and Fairmont St NW,W01059,Member,38.9171997,-77.0259
1007,21/09/2010 23:47,22/09/2010 0:04,31201,15th & P St NW,31600,5th & K St NW,W00557,Member,38.9098497,-77.034438
555,21/09/2010 23:48,21/09/2010 23:57,31602,Park Rd & Holmead Pl NW,31400,Georgia & New Hampshire Ave NW,W00968,Casual,38.9308232,-77.0315137
477,22/09/2010 0:03,22/09/2010 0:11,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00993,Member,38.9098497,-77.034438
324,22/09/2010 1:25,22/09/2010 1:31,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00860,Casual,38.9007997,-77.047
509,22/09/2010 2:27,22/09/2010 2:35,31201,15th & P St NW,31201,15th & P St NW,W00743,Casual,38.9098497,-77.034438
1991,22/09/2010 3:31,22/09/2010 4:04,31202,14th & R St NW,31002,20th & Crystal Dr,W00142,Member,38.9126963,-77.03167
438,22/09/2010 4:07,22/09/2010 4:15,31000,Eads St & 15th St S,31001,18th & Eads St.,W00853,Member,38.8589788,-77.0532323
788,22/09/2010 5:41,22/09/2010 5:54,31106,Calvert & Biltmore St NW,31106,Calvert & Biltmore St NW,W00555,Member,38.9232108,-77.0476393
652,22/09/2010 5:56,22/09/2010 6:07,31004,Aurora Hills Community Ctr/18th & Hayes St,31006,S Joyce & Army Navy Dr,W00821,Member,38.8578738,-77.0594923
1035,22/09/2010 6:01,22/09/2010 6:19,31105,14th & Harvard St NW,31205,21st & I St NW,W00752,Member,38.9267997,-77.0322
623,22/09/2010 6:19,22/09/2010 6:30,31007,Crystal City Metro / 18th & Bell St,31004,Aurora Hills Community Ctr/18th & Hayes St,W00897,Member,38.8572997,-77.0511
455,22/09/2010 6:53,22/09/2010 7:00,31200,Massachusetts Ave & Dupont Circle NW,31204,20th & E St NW,W00289,Member,38.9100997,-77.0444
265,22/09/2010 7:03,22/09/2010 7:08,31009,27th & Crystal Dr,31011,23rd & Crystal Dr,W00840,Casual,38.8484407,-77.051516
204,22/09/2010 7:04,22/09/2010 7:07,31009,27th & Crystal Dr,31011,23rd & Crystal Dr,W00240,Casual,38.8484407,-77.051516
210,22/09/2010 7:14,22/09/2010 7:17,31004,Aurora Hills Community Ctr/18th & Hayes St,31006,S Joyce & Army Navy Dr,W00897,Member,38.8578738,-77.0594923
1281,22/09/2010 7:24,22/09/2010 7:45,31107,Lamont & Mt Pleasant NW,31110,20th St & Florida Ave NW,W00971,Member,38.9319014,-77.0387453
281,22/09/2010 7:28,22/09/2010 7:33,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W00569,Member,38.9100997,-77.0444
673,22/09/2010 7:29,22/09/2010 7:40,31203,14th & Rhode Island Ave NW,31104,Adams Mill & Columbia Rd NW,W00032,Member,38.9085997,-77.0323
118,22/09/2010 7:29,22/09/2010 7:31,31007,Crystal City Metro / 18th & Bell St,31002,20th & Crystal Dr,W00278,Member,38.8572997,-77.0511
1187,22/09/2010 7:35,22/09/2010 7:55,31107,Lamont & Mt Pleasant NW,31205,21st & I St NW,W00869,Casual,38.9319014,-77.0387453
224,22/09/2010 7:36,22/09/2010 7:40,31401,14th St & Spring Rd NW,31602,Park Rd & Holmead Pl NW,W00856,Casual,38.9374997,-77.0328
323,22/09/2010 7:44,22/09/2010 7:50,31103,16th & Harvard St NW,31101,14th & V St NW,W01070,Member,38.9261399,-77.0366677
984,22/09/2010 7:45,22/09/2010 8:01,31201,15th & P St NW,31603,1st & M St NE,W00783,Member,38.9098497,-77.034438
723,22/09/2010 7:46,22/09/2010 7:58,31400,Georgia & New Hampshire Ave NW,31101,14th & V St NW,W00968,Member,38.9360427,-77.024649
398,22/09/2010 7:52,22/09/2010 7:59,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00860,Member,38.9100997,-77.0444
478,22/09/2010 7:53,22/09/2010 8:01,31207,Georgia Ave and Fairmont St NW,31101,14th & V St NW,W00428,Member,38.9248997,-77.0222
120,22/09/2010 7:54,22/09/2010 7:56,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W01063,Member,38.9126963,-77.03167
