Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type,lat,lon
786,22/09/2010 16:59,22/09/2010 17:12,31600,5th & K St NW,31207,Georgia Ave and Fairmont St NW,W00418,Member,38.9025842,-77.0556545
539,22/09/2010 16:59,22/09/2010 17:08,31104,Adams Mill & Columbia Rd NW,31111,10th & U St NW,W00288,Member,38.9230444,-77.0425553
244,22/09/2010 17:01,22/09/2010 17:05,31109,7th & T St NW,31111,10th & U St NW,W00472,Member,38.9154997,-77.0222
632,22/09/2010 17:07,22/09/2010 17:18,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W00868,Casual,38.9100997,-77.0444
2447,22/09/2010 17:08,22/09/2010 17:48,31212,21st & M St NW,31212,21st & M St NW,W00119,Casual,38.9053609,-77.0467762
815,22/09/2010 17:09,22/09/2010 17:23,31104,Adams Mill & Columbia Rd NW,31205,21st & I St NW,W00543,Member,38.9230444,-77.0425553
827,22/09/2010 17:09,22/09/2010 17:23,31103,16th & Harvard St NW,31213,17th & K St NW,W00767,Casual,38.9261399,-77.0366677
1776,22/09/2010 17:10,22/09/2010 17:39,31802,Good Hope Rd & MLK Ave SE,31801,Anacostia Metro,W01049,Member,38.8673727,-76.988039
2135,22/09/2010 17:10,22/09/2010 17:45,31011,23rd & Crystal Dr,31209,1st & N St  SE,W00100,Casual,38.8532997,-77.0498
208,22/09/2010 17:10,22/09/2010 17:13,31212,21st & M St NW,31200,Massachusetts Ave & Dupont Circle NW,W01030,Member,38.9053609,-77.0467762
5063,22/09/2010 17:11,22/09/2010 18:35,31200,Massachusetts Ave & Dupont Circle NW,31200,Massachusetts Ave & Dupont Circle NW,W00743,Member,38.9100997,-77.0444
1615,22/09/2010 17:12,22/09/2010 17:39,31600,5th & K St NW,31003,15th & Crystal Dr,W00777,Casual,38.9025842,-77.0556545
422,22/09/2010 17:15,22/09/2010 17:22,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W00821,Member,38.8572997,-77.0511
1008,22/09/2010 17:21,22/09/2010 17:38,31400,Georgia & New Hampshire Ave NW,31600,5th & K St NW,W00031,Member,38.9360427,-77.024649
6464,22/09/2010 17:21,22/09/2010 19:09,31212,21st & M St NW,31110,20th St & Florida Ave NW,W00290,Casual,38.9053609,-77.0467762
626,22/09/2010 17:21,22/09/2010 17:32,31600,5th & K St NW,31201,15th & P St NW,W00377,Member,38.9025842,-77.0556545
978,22/09/2010 17:23,22/09/2010 17:40,31600,5th & K St NW,31205,21st & I St NW,W00885,Member,38.9025842,-77.0556545
1407,22/09/2010 17:24,22/09/2010 17:47,31213,17th & K St NW,31600,5th & K St NW,W00767,Casual,38.9027555,-77.0386382
6125,22/09/2010 17:26,22/09/2010 19:08,31212,21st & M St NW,31110,20th St & Florida Ave NW,W00796,Casual,38.9053609,-77.0467762
1434,22/09/2010 17:28,22/09/2010 17:52,31205,21st & I St NW,31201,15th & P St NW,W00289,Casual,38.9007997,-77.047
294,22/09/2010 17:28,22/09/2010 17:33,31106,Calvert & Biltmore St NW,31104,Adams Mill & Columbia Rd NW,W01029,Casual,38.9232108,-77.0476393
3567,22/09/2010 17:33,22/09/2010 18:33,31103,16th & Harvard St NW,31106,Calvert & Biltmore St NW,W00428,Casual,38.9261399,-77.0366677
7580,22/09/2010 17:34,22/09/2010 19:40,31003,15th & Crystal Dr,31003,15th & Crystal Dr,W01025,Casual,38.8601822,-77.0496649
3504,22/09/2010 17:34,22/09/2010 18:33,31103,16th & Harvard St NW,31106,Calvert & Biltmore St NW,W00159,Casual,38.9261399,-77.0366677
7394,22/09/2010 17:37,22/09/2010 19:40,31003,15th & Crystal Dr,31003,15th & Crystal Dr,W01006,Casual,38.8601822,-77.0496649
419,22/09/2010 17:38,22/09/2010 17:45,31605,3rd & D St SE,31607,14th & D St SE,?(0xFFFFFFFFADC1C69A),Member,38.8851401,-77.002229
984,22/09/2010 17:38,22/09/2010 17:55,31111,10th & U St NW,31107,Lamont & Mt Pleasant NW,W01059,Member,38.9171997,-77.0259
303,22/09/2010 17:40,22/09/2010 17:45,31002,20th & Crystal Dr,31009,27th & Crystal Dr,W00958,Member,38.8563997,-77.0492
198,22/09/2010 17:40,22/09/2010 17:43,31003,15th & Crystal Dr,31008,12th & Army Navy Dr,W00777,Casual,38.8601822,-77.0496649
721,22/09/2010 17:41,22/09/2010 17:53,31604,3rd & H St NW,31201,15th & P St NW,W00614,Member,38.8994158,-77.0152913
1016,22/09/2010 17:41,22/09/2010 17:58,31104,Adams Mill & Columbia Rd NW,31111,10th & U St NW,W01029,Casual,38.9230444,-77.0425553
3585,22/09/2010 17:57,22/09/2010 18:57,31009,27th & Crystal Dr,31009,27th & Crystal Dr,W00958,Casual,38.8484407,-77.051516
5833,22/09/2010 18:00,22/09/2010 19:37,31204,20th & E St NW,31204,20th & E St NW,W00931,Casual,38.8963209,-77.045018
486,22/09/2010 18:01,22/09/2010 18:09,31213,17th & K St NW,31201,15th & P St NW,W00838,Member,38.9027555,-77.0386382
443,22/09/2010 18:05,22/09/2010 18:13,31212,21st & M St NW,31203,14th & Rhode Island Ave NW,W00119,Member,38.9053609,-77.0467762
5473,22/09/2010 18:06,22/09/2010 19:37,31204,20th & E St NW,31204,20th & E St NW,W00569,Casual,38.8963209,-77.045018
479,22/09/2010 18:06,22/09/2010 18:14,31105,14th & Harvard St NW,31201,15th & P St NW,W01081,Member,38.9267997,-77.0322
708,22/09/2010 18:08,22/09/2010 18:20,31200,Massachusetts Ave & Dupont Circle NW,31111,10th & U St NW,W00780,Member,38.9100997,-77.0444
5138,22/09/2010 18:10,22/09/2010 19:36,31201,15th & P St NW,31605,3rd & D St SE,W00838,Casual,38.9098497,-77.034438
815,22/09/2010 18:11,22/09/2010 18:25,31205,21st & I St NW,31600,5th & K St NW,W00885,Member,38.9007997,-77.047
553,22/09/2010 18:12,22/09/2010 18:21,31602,Park Rd & Holmead Pl NW,31106,Calvert & Biltmore St NW,W00085,Member,38.9308232,-77.0315137
809,22/09/2010 18:18,22/09/2010 18:32,31101,14th & V St NW,31212,21st & M St NW,W00745,Member,38.9175997,-77.0321
6564,22/09/2010 18:19,22/09/2010 20:09,31213,17th & K St NW,31103,16th & Harvard St NW,W00773,Casual,38.9027555,-77.0386382
171,22/09/2010 18:19,22/09/2010 18:22,31204,20th & E St NW,31204,20th & E St NW,W01069,Member,38.8963209,-77.045018
628,22/09/2010 18:23,22/09/2010 18:33,31213,17th & K St NW,31101,14th & V St NW,W00943,Member,38.9027555,-77.0386382
814,22/09/2010 18:23,22/09/2010 18:37,31607,14th & D St SE,31209,1st & N St  SE,W00439,Member,38.8839997,-76.9861
534,22/09/2010 18:27,22/09/2010 18:36,31204,20th & E St NW,31212,21st & M St NW,W01007,Casual,38.8963209,-77.045018
930,22/09/2010 18:31,22/09/2010 18:46,31100,19th St & Pennsylvania Ave NW,31600,5th & K St NW,W00415,Member,38.9002997,-77.0429
1496,22/09/2010 18:31,22/09/2010 18:56,31204,20th & E St NW,31111,10th & U St NW,W00637,Member,38.8963209,-77.045018
534,22/09/2010 18:32,22/09/2010 18:41,31103,16th & Harvard St NW,31107,Lamont & Mt Pleasant NW,W00639,Member,38.9261399,-77.0366677
560,22/09/2010 18:32,22/09/2010 18:42,31202,14th & R St NW,31104,Adams Mill & Columbia Rd NW,W00556,Member,38.9126963,-77.03167
1122,22/09/2010 18:38,22/09/2010 18:56,31203,14th & Rhode Island Ave NW,31105,14th & Harvard St NW,W00340,Member,38.9085997,-77.0323
253,22/09/2010 18:40,22/09/2010 18:44,31000,Eads St & 15th St S,31003,15th & Crystal Dr,W01034,Member,38.8589788,-77.0532323
468,22/09/2010 18:41,22/09/2010 18:49,31202,14th & R St NW,31201,15th & P St NW,W00508,Member,38.9126963,-77.03167
1510,22/09/2010 18:42,22/09/2010 19:07,31213,17th & K St NW,31103,16th & Harvard St NW,W00805,Casual,38.9027555,-77.0386382
387,22/09/2010 18:44,22/09/2010 18:50,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00903,Member,38.9100997,-77.0444
473,22/09/2010 18:46,22/09/2010 18:54,31100,19th St & Pennsylvania Ave NW,31201,15th & P St NW,W01050,Member,38.9002997,-77.0429
393,22/09/2010 18:48,22/09/2010 18:54,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00546,Member,38.9100997,-77.0444
432,22/09/2010 18:49,22/09/2010 18:56,31108,4th & M St SW,31209,1st & N St  SE,W00987,Member,38.8766997,-77.0178
176,22/09/2010 18:49,22/09/2010 18:52,31104,Adams Mill & Columbia Rd NW,31106,Calvert & Biltmore St NW,W00556,Member,38.9230444,-77.0425553
953,22/09/2010 18:50,22/09/2010 19:05,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00742,Member,38.9098497,-77.034438
535,22/09/2010 18:51,22/09/2010 19:00,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00491,Casual,38.9007997,-77.047
805,22/09/2010 18:56,22/09/2010 19:09,31600,5th & K St NW,31101,14th & V St NW,W00031,Member,38.9025842,-77.0556545
1028,22/09/2010 19:01,22/09/2010 19:18,31603,1st & M St NE,31202,14th & R St NW,W00526,Member,38.9056997,-77.0056
1544,22/09/2010 19:02,22/09/2010 19:28,31213,17th & K St NW,31605,3rd & D St SE,W00955,Casual,38.9027555,-77.0386382
1128,22/09/2010 19:02,22/09/2010 19:21,31600,5th & K St NW,31101,14th & V St NW,W00577,Member,38.9025842,-77.0556545
776,22/09/2010 19:04,22/09/2010 19:17,31213,17th & K St NW,31604,3rd & H St NW,W00338,Member,38.9027555,-77.0386382
1427,22/09/2010 19:06,22/09/2010 19:30,31400,Georgia & New Hampshire Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00911,Casual,38.9360427,-77.024649
359,22/09/2010 19:07,22/09/2010 19:13,31204,20th & E St NW,31212,21st & M St NW,W00048,Member,38.8963209,-77.045018
757,22/09/2010 19:08,22/09/2010 19:21,31110,20th St & Florida Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00829,Member,38.9153997,-77.0446
326,22/09/2010 19:08,22/09/2010 19:14,31110,20th St & Florida Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00566,Member,38.9153997,-77.0446
705,22/09/2010 19:09,22/09/2010 19:20,31205,21st & I St NW,31201,15th & P St NW,W00860,Casual,38.9007997,-77.047
935,22/09/2010 19:09,22/09/2010 19:24,31110,20th St & Florida Ave NW,31107,Lamont & Mt Pleasant NW,W00918,Member,38.9153997,-77.0446
752,22/09/2010 19:11,22/09/2010 19:23,31101,14th & V St NW,31106,Calvert & Biltmore St NW,W00318,Member,38.9175997,-77.0321
665,22/09/2010 19:14,22/09/2010 19:25,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W01084,Member,38.9025842,-77.0556545
503,22/09/2010 19:15,22/09/2010 19:23,31201,15th & P St NW,31111,10th & U St NW,W00377,Member,38.9098497,-77.034438
276,22/09/2010 19:26,22/09/2010 19:30,31109,7th & T St NW,31111,10th & U St NW,W00850,Member,38.9154997,-77.0222
984,22/09/2010 19:26,22/09/2010 19:43,31203,14th & Rhode Island Ave NW,31400,Georgia & New Hampshire Ave NW,W00347,Member,38.9085997,-77.0323
758,22/09/2010 19:28,22/09/2010 19:40,31200,Massachusetts Ave & Dupont Circle NW,31104,Adams Mill & Columbia Rd NW,W00194,Member,38.9100997,-77.0444
1235,22/09/2010 19:31,22/09/2010 19:52,31106,Calvert & Biltmore St NW,31106,Calvert & Biltmore St NW,W00159,Member,38.9232108,-77.0476393
313,22/09/2010 19:32,22/09/2010 19:37,31213,17th & K St NW,31212,21st & M St NW,W00858,Member,38.9027555,-77.0386382
716,22/09/2010 19:35,22/09/2010 19:47,31103,16th & Harvard St NW,31110,20th St & Florida Ave NW,W00805,Member,38.9261399,-77.0366677
1179,22/09/2010 19:36,22/09/2010 19:55,31204,20th & E St NW,31600,5th & K St NW,W01069,Member,38.8963209,-77.045018
757,22/09/2010 19:40,22/09/2010 19:53,31605,3rd & D St SE,31605,3rd & D St SE,W00838,Casual,38.8851401,-77.002229
766,22/09/2010 19:41,22/09/2010 19:53,31201,15th & P St NW,31212,21st & M St NW,W01081,Casual,38.9098497,-77.034438
373,22/09/2010 19:45,22/09/2010 19:51,31105,14th & Harvard St NW,31207,Georgia Ave and Fairmont St NW,W00559,Member,38.9267997,-77.0322
372,22/09/2010 19:45,22/09/2010 19:51,31105,14th & Harvard St NW,31111,10th & U St NW,W00426,Member,38.9267997,-77.0322
407,22/09/2010 19:47,22/09/2010 19:53,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00911,Member,38.9100997,-77.0444
251,22/09/2010 19:50,22/09/2010 19:54,31111,10th & U St NW,31202,14th & R St NW,W00288,Member,38.9171997,-77.0259
349,22/09/2010 19:54,22/09/2010 20:00,31213,17th & K St NW,31205,21st & I St NW,W00353,Member,38.9027555,-77.0386382
315,22/09/2010 19:55,22/09/2010 20:00,31107,Lamont & Mt Pleasant NW,31104,Adams Mill & Columbia Rd NW,W00729,Member,38.9319014,-77.0387453
334,22/09/2010 19:56,22/09/2010 20:02,31010,S Glebe & Potomac Ave,31009,27th & Crystal Dr,W00996,Casual,38.8425997,-77.0502
781,22/09/2010 20:00,22/09/2010 20:13,31212,21st & M St NW,31204,20th & E St NW,W00048,Member,38.9053609,-77.0467762
468,22/09/2010 20:04,22/09/2010 20:12,31101,14th & V St NW,31104,Adams Mill & Columbia Rd NW,W00577,Member,38.9175997,-77.0321
765,22/09/2010 20:06,22/09/2010 20:19,31202,14th & R St NW,31105,14th & Harvard St NW,W00288,Member,38.9126963,-77.03167
624,22/09/2010 20:15,22/09/2010 20:25,31201,15th & P St NW,31600,5th & K St NW,W00911,Member,38.9098497,-77.034438
882,22/09/2010 20:17,22/09/2010 20:31,31203,14th & Rhode Island Ave NW,31401,14th St & Spring Rd NW,W00119,Member,38.9085997,-77.0323
102,22/09/2010 20:21,22/09/2010 20:22,31203,14th & Rhode Island Ave NW,31201,15th & P St NW,W00471,Member,38.9085997,-77.0323
885,22/09/2010 20:29,22/09/2010 20:44,31602,Park Rd & Holmead Pl NW,31602,Park Rd & Holmead Pl NW,W00562,Casual,38.9308232,-77.0315137
738,22/09/2010 20:32,22/09/2010 20:44,31106,Calvert & Biltmore St NW,31602,Park Rd & Holmead Pl NW,W00159,Casual,38.9232108,-77.0476393
932,22/09/2010 20:32,22/09/2010 20:48,31205,21st & I St NW,31201,15th & P St NW,W00353,Member,38.9007997,-77.047
1788,22/09/2010 20:38,22/09/2010 21:08,31606,Potomac & Pennsylvania Ave SE,31108,4th & M St SW,W00540,Casual,38.8802997,-76.9862
979,22/09/2010 20:41,22/09/2010 20:57,31205,21st & I St NW,31104,Adams Mill & Columbia Rd NW,W00543,Member,38.9007997,-77.047
563,22/09/2010 20:43,22/09/2010 20:52,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00843,Member,38.9085997,-77.0323
485,22/09/2010 20:44,22/09/2010 20:52,31106,Calvert & Biltmore St NW,31602,Park Rd & Holmead Pl NW,W00085,Member,38.9232108,-77.0476393
1459,22/09/2010 20:45,22/09/2010 21:10,31008,12th & Army Navy Dr,31001,18th & Eads St.,W01119,Casual,38.8628997,-77.0528
1328,22/09/2010 20:48,22/09/2010 21:10,31008,12th & Army Navy Dr,31001,18th & Eads St.,W00777,Casual,38.8628997,-77.0528
787,22/09/2010 20:49,22/09/2010 21:02,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W01030,Member,38.9100997,-77.0444
560,22/09/2010 20:51,22/09/2010 21:00,31205,21st & I St NW,31110,20th St & Florida Ave NW,W00557,Member,38.9007997,-77.047
831,22/09/2010 20:54,22/09/2010 21:08,31111,10th & U St NW,31103,16th & Harvard St NW,W00032,Member,38.9171997,-77.0259
721,22/09/2010 20:55,22/09/2010 21:07,31600,5th & K St NW,31201,15th & P St NW,W00911,Member,38.9025842,-77.0556545
666,22/09/2010 20:57,22/09/2010 21:09,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W01110,Member,38.9100997,-77.0444
1196,22/09/2010 21:01,22/09/2010 21:21,31213,17th & K St NW,31103,16th & Harvard St NW,W00886,Casual,38.9027555,-77.0386382
714,22/09/2010 21:08,22/09/2010 21:20,31600,5th & K St NW,31203,14th & Rhode Island Ave NW,W01069,Casual,38.9025842,-77.0556545
664,22/09/2010 21:09,22/09/2010 21:20,31600,5th & K St NW,31203,14th & Rhode Island Ave NW,W00635,Casual,38.9025842,-77.0556545
631,22/09/2010 21:12,22/09/2010 21:23,31202,14th & R St NW,31202,14th & R St NW,W00724,Member,38.9126963,-77.03167
819,22/09/2010 21:13,22/09/2010 21:27,31201,15th & P St NW,31104,Adams Mill & Columbia Rd NW,W00508,Member,38.9098497,-77.034438
4492,22/09/2010 21:14,22/09/2010 22:29,31108,4th & M St SW,31200,Massachusetts Ave & Dupont Circle NW,W00570,Casual,38.8766997,-77.0178
1109,22/09/2010 21:16,22/09/2010 21:34,31101,14th & V St NW,31500,4th & W St NE,W00868,Member,38.9175997,-77.0321
510,22/09/2010 21:17,22/09/2010 21:25,31605,3rd & D St SE,31605,3rd & D St SE,W00563,Member,38.8851401,-77.002229
1392,22/09/2010 21:19,22/09/2010 21:43,31212,21st & M St NW,31401,14th St & Spring Rd NW,W00745,Member,38.9053609,-77.0467762
41122,22/09/2010 21:21,23/09/2010 8:46,31212,21st & M St NW,31603,1st & M St NE,W00479,Casual,38.9053609,-77.0467762
8676,22/09/2010 21:21,22/09/2010 23:45,31001,18th & Eads St.,31008,12th & Army Navy Dr,W01083,Casual,38.8572578,-77.0533223
8668,22/09/2010 21:21,22/09/2010 23:46,31001,18th & Eads St.,31008,12th & Army Navy Dr,W01033,Casual,38.8572578,-77.0533223
303,22/09/2010 21:23,22/09/2010 21:28,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W00191,Member,38.9100997,-77.0444
3831,22/09/2010 21:25,22/09/2010 22:29,31600,5th & K St NW,31600,5th & K St NW,W00767,Casual,38.9025842,-77.0556545
400,22/09/2010 21:26,22/09/2010 21:32,31101,14th & V St NW,31101,14th & V St NW,W00376,Member,38.9175997,-77.0321
284,22/09/2010 21:27,22/09/2010 21:31,31104,Adams Mill & Columbia Rd NW,31105,14th & Harvard St NW,W00577,Member,38.9230444,-77.0425553
196,22/09/2010 21:28,22/09/2010 21:31,31101,14th & V St NW,31111,10th & U St NW,W00031,Member,38.9175997,-77.0321
549,22/09/2010 21:29,22/09/2010 21:38,31201,15th & P St NW,31101,14th & V St NW,W00860,Member,38.9098497,-77.034438
550,22/09/2010 21:41,22/09/2010 21:50,31111,10th & U St NW,31600,5th & K St NW,W00437,Casual,38.9171997,-77.0259
1114,22/09/2010 21:49,22/09/2010 22:08,31600,5th & K St NW,31108,4th & M St SW,W00755,Member,38.9025842,-77.0556545
1109,22/09/2010 21:49,22/09/2010 22:08,31600,5th & K St NW,31108,4th & M St SW,W00380,Member,38.9025842,-77.0556545
349,22/09/2010 21:52,22/09/2010 21:58,31105,14th & Harvard St NW,31207,Georgia Ave and Fairmont St NW,W00211,Member,38.9267997,-77.0322
1825,22/09/2010 21:56,22/09/2010 22:26,31200,Massachusetts Ave & Dupont Circle NW,31400,Georgia & New Hampshire Ave NW,W00743,Casual,38.9100997,-77.0444
384,22/09/2010 21:56,22/09/2010 22:03,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00476,Casual,38.9007997,-77.047
794,22/09/2010 22:06,22/09/2010 22:19,31104,Adams Mill & Columbia Rd NW,31103,16th & Harvard St NW,W00508,Member,38.9230444,-77.0425553
1331,22/09/2010 22:18,22/09/2010 22:40,31209,1st & N St  SE,31600,5th & K St NW,W00100,Member,38.8742997,-77.0057
633,22/09/2010 22:20,22/09/2010 22:31,31101,14th & V St NW,31107,Lamont & Mt Pleasant NW,W00867,Member,38.9175997,-77.0321
659,22/09/2010 22:21,22/09/2010 22:32,31209,1st & N St  SE,31108,4th & M St SW,W00439,Member,38.8742997,-77.0057
410,22/09/2010 22:21,22/09/2010 22:28,31011,23rd & Crystal Dr,31010,S Glebe & Potomac Ave,W00819,Member,38.8532997,-77.0498
294,22/09/2010 22:25,22/09/2010 22:30,31602,Park Rd & Holmead Pl NW,31400,Georgia & New Hampshire Ave NW,W00555,Casual,38.9308232,-77.0315137
462,22/09/2010 22:27,22/09/2010 22:35,31103,16th & Harvard St NW,31203,14th & Rhode Island Ave NW,W00711,Member,38.9261399,-77.0366677
489,22/09/2010 22:33,22/09/2010 22:41,31010,S Glebe & Potomac Ave,31000,Eads St & 15th St S,W00195,Member,38.8425997,-77.0502
444,22/09/2010 22:35,22/09/2010 22:43,31105,14th & Harvard St NW,31202,14th & R St NW,W00577,Member,38.9267997,-77.0322
200,22/09/2010 22:38,22/09/2010 22:42,31212,21st & M St NW,31200,Massachusetts Ave & Dupont Circle NW,W01071,Member,38.9053609,-77.0467762
928,22/09/2010 22:39,22/09/2010 22:55,31111,10th & U St NW,31205,21st & I St NW,W00031,Member,38.9171997,-77.0259
603,22/09/2010 22:52,22/09/2010 23:02,31101,14th & V St NW,31207,Georgia Ave and Fairmont St NW,W01057,Member,38.9175997,-77.0321
604,22/09/2010 22:52,22/09/2010 23:03,31101,14th & V St NW,31207,Georgia Ave and Fairmont St NW,W00843,Member,38.9175997,-77.0321
896,22/09/2010 23:07,22/09/2010 23:22,31106,Calvert & Biltmore St NW,31103,16th & Harvard St NW,W00318,Member,38.9232108,-77.0476393
253,22/09/2010 23:11,22/09/2010 23:16,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W00760,Casual,38.8572997,-77.0511
989,22/09/2010 23:16,22/09/2010 23:32,31600,5th & K St NW,31104,Adams Mill & Columbia Rd NW,W00948,Casual,38.9025842,-77.0556545
593,22/09/2010 23:18,22/09/2010 23:28,31604,3rd & H St NW,31203,14th & Rhode Island Ave NW,W00310,Member,38.8994158,-77.0152913
3356,22/09/2010 23:25,23/09/2010 0:20,31100,19th St & Pennsylvania Ave NW,31201,15th & P St NW,W01067,Casual,38.9002997,-77.0429
803,22/09/2010 23:28,22/09/2010 23:41,31400,Georgia & New Hampshire Ave NW,31104,Adams Mill & Columbia Rd NW,W00743,Member,38.9360427,-77.024649
605,22/09/2010 23:30,22/09/2010 23:40,31107,Lamont & Mt Pleasant NW,31106,Calvert & Biltmore St NW,W00928,Casual,38.9319014,-77.0387453
614,22/09/2010 23:38,22/09/2010 23:49,31104,Adams Mill & Columbia Rd NW,31212,21st & M St NW,W00543,Member,38.9230444,-77.0425553
438,22/09/2010 23:52,23/09/2010 0:00,31103,16th & Harvard St NW,31111,10th & U St NW,W00032,Member,38.9261399,-77.0366677
541,23/09/2010 0:19,23/09/2010 0:28,31104,Adams Mill & Columbia Rd NW,31101,14th & V St NW,W00729,Member,38.9230444,-77.0425553
276,23/09/2010 0:33,23/09/2010 0:37,31013,Eads & 22nd St S,31004,Aurora Hills Community Ctr/18th & Hayes St,W01054,Casual,38.8543888,-77.0534143
349,23/09/2010 0:41,23/09/2010 0:47,31101,14th & V St NW,31104,Adams Mill & Columbia Rd NW,W00376,Member,38.9175997,-77.0321
720,23/09/2010 0:47,23/09/2010 0:59,31104,Adams Mill & Columbia Rd NW,31400,Georgia & New Hampshire Ave NW,W00743,Member,38.9230444,-77.0425553
2814,23/09/2010 2:01,23/09/2010 2:48,31013,Eads & 22nd St S,31200,Massachusetts Ave & Dupont Circle NW,W00776,Casual,38.8543888,-77.0534143
305,23/09/2010 2:49,23/09/2010 2:54,31107,Lamont & Mt Pleasant NW,31104,Adams Mill & Columbia Rd NW,W00930,Member,38.9319014,-77.0387453
476,23/09/2010 3:27,23/09/2010 3:35,31104,Adams Mill & Columbia Rd NW,31107,Lamont & Mt Pleasant NW,W00194,Member,38.9230444,-77.0425553
600,23/09/2010 6:01,23/09/2010 6:11,31201,15th & P St NW,31600,5th & K St NW,W00811,Member,38.9098497,-77.034438
2358,23/09/2010 6:53,23/09/2010 7:32,31009,27th & Crystal Dr,31009,27th & Crystal Dr,W00958,Member,38.8484407,-77.051516
572,23/09/2010 6:55,23/09/2010 7:05,31200,Massachusetts Ave & Dupont Circle NW,31204,20th & E St NW,W00566,Member,38.9100997,-77.0444
622,23/09/2010 7:03,23/09/2010 7:14,31107,Lamont & Mt Pleasant NW,31110,20th St & Florida Ave NW,W00918,Member,38.9319014,-77.0387453
167,23/09/2010 7:12,23/09/2010 7:14,31011,23rd & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W00707,Casual,38.8532997,-77.0498
252,23/09/2010 7:23,23/09/2010 7:27,31401,14th St & Spring Rd NW,31602,Park Rd & Holmead Pl NW,W01113,Casual,38.9374997,-77.0328
545,23/09/2010 7:39,23/09/2010 7:48,31103,16th & Harvard St NW,31203,14th & Rhode Island Ave NW,W00318,Member,38.9261399,-77.0366677
610,23/09/2010 7:47,23/09/2010 7:57,31103,16th & Harvard St NW,31212,21st & M St NW,W00886,Member,38.9261399,-77.0366677
282,23/09/2010 7:55,23/09/2010 7:59,31400,Georgia & New Hampshire Ave NW,31602,Park Rd & Holmead Pl NW,W00555,Member,38.9360427,-77.024649
1101,23/09/2010 7:57,23/09/2010 8:15,31111,10th & U St NW,31204,20th & E St NW,W00637,Member,38.9171997,-77.0259
642,23/09/2010 7:57,23/09/2010 8:08,31007,Crystal City Metro / 18th & Bell St,31009,27th & Crystal Dr,W00881,Member,38.8572997,-77.0511
535,23/09/2010 7:58,23/09/2010 8:07,31401,14th St & Spring Rd NW,31101,14th & V St NW,W00960,Member,38.9374997,-77.0328
1060,23/09/2010 7:59,23/09/2010 8:17,31603,1st & M St NE,31208,M St & New Jersey Ave SE,W00910,Member,38.9056997,-77.0056
2280,23/09/2010 7:59,23/09/2010 8:37,31108,4th & M St SW,31208,M St & New Jersey Ave SE,W00755,Casual,38.8766997,-77.0178
341,23/09/2010 8:04,23/09/2010 8:10,31602,Park Rd & Holmead Pl NW,31101,14th & V St NW,W00562,Member,38.9308232,-77.0315137
1604,23/09/2010 8:05,23/09/2010 8:31,31606,Potomac & Pennsylvania Ave SE,31213,17th & K St NW,w00583,Member,38.8802997,-76.9862
36484,23/09/2010 8:06,23/09/2010 18:14,31104,Adams Mill & Columbia Rd NW,31104,Adams Mill & Columbia Rd NW,W00376,Casual,38.9230444,-77.0425553
422,23/09/2010 8:06,23/09/2010 8:13,31007,Crystal City Metro / 18th & Bell St,31000,Eads St & 15th St S,W00840,Member,38.8572997,-77.0511
539,23/09/2010 8:07,23/09/2010 8:16,31105,14th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00605,Member,38.9267997,-77.0322
384,23/09/2010 8:07,23/09/2010 8:13,31207,Georgia Ave and Fairmont St NW,31101,14th & V St NW,W00559,Member,38.9248997,-77.0222
664,23/09/2010 8:10,23/09/2010 8:21,31101,14th & V St NW,31212,21st & M St NW,W01012,Casual,38.9175997,-77.0321
1240,23/09/2010 8:11,23/09/2010 8:32,31106,Calvert & Biltmore St NW,31602,Park Rd & Holmead Pl NW,W00428,Member,38.9232108,-77.0476393
720,23/09/2010 8:14,23/09/2010 8:26,31600,5th & K St NW,31205,21st & I St NW,W00437,Member,38.9025842,-77.0556545
678,23/09/2010 8:14,23/09/2010 8:26,31400,Georgia & New Hampshire Ave NW,31600,5th & K St NW,W00347,Member,38.9360427,-77.024649
785,23/09/2010 8:19,23/09/2010 8:32,31606,Potomac & Pennsylvania Ave SE,31108,4th & M St SW,W00274,Member,38.8802997,-76.9862
